Product title,Product variant title,Week,Ending inventory units,Inventory units sold
"Finley Romper in Dusty Rose","Dusty Rose / Newborn","2026-03-16","30","1"
"Baby Swaddle Set: Emerald","Hat & Bow","2026-03-16","2","0"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Full Figure","2026-03-16","33","9"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","2XL","2026-03-16","21","3"
"Amelia Labor & Postpartum Gown Lilac","Petite","2026-03-16","0","0"
"Baby Swaddle Set: Sage","Hat & Bow","2026-03-16","78","17"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","2026-03-16","1","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","2XL","2026-03-16","21","0"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Full Figure","2026-03-16","30","22"
"Lila Labor & Postpartum Gown in Black","Black / Standard","2026-03-16","291","109"
"Baby Swaddle Set: Midnight Blue","Hat & Bow","2026-03-16","98","13"
"Finley Romper in Black","Black / 12-18 Months","2026-03-16","40","0"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Slim Petite","2026-03-16","15","10"
"Amelia Labor & Postpartum Gown in Sage","Sage / Petite","2026-03-16","32","2"
"Amelia Labor & Postpartum Gown in Plum","Plum / Full Figure","2026-03-16","-5","1"
"Finley Romper in Vintage Floral","Vintage Floral / Newborn","2026-03-16","136","3"
"Amelia Labor & Postpartum Gown in Plum","Plum / Curve","2026-03-16","25","4"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Curve","2026-03-16","6","0"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Full Figure","2026-03-16","-1","0"
"Lila Labor & Postpartum Gown in Plum","Plum / Curve","2026-03-16","19","3"
"Finley Romper in Periwinkle","Periwinkle / 18-24 Months","2026-03-16","20","0"
"Robes in Periwinkle","Laura Robe / Long","2026-03-16","-2","0"
"Amelia Labor & Postpartum Gown in Black","Black / Standard","2026-03-16","-1","1"
"Finley Romper in Deep Teal","Deep Teal / 3-6 Months","2026-03-16","0","0"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Slim Petite","2026-03-16","2","1"
"Robes in Midnight Blue","Laura Robe / Long","2026-03-16","77","2"
"Finley Romper in Deep Teal","Deep Teal / 9-12 Months","2026-03-16","64","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Extra Large","2026-03-16","11","5"
"Lila Labor & Postpartum Gown in Plum","Plum / Standard","2026-03-16","126","27"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","2026-03-16","2","10"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Slim Petite","2026-03-16","40","0"
"Lila Labor & Postpartum Gown in Sage","Sage / Curve","2026-03-16","19","4"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","2026-03-16","-1","0"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","2026-03-16","0","0"
"Finley Romper in Deep Teal","Deep Teal / Newborn","2026-03-16","161","7"
"Finley Romper in Midnight Blue","Midnight Blue / 16-24 Months","2026-03-16","25","0"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Curve","2026-03-16","22","3"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","2026-03-16","14","5"
"Robes in Lilac","Mia Robe / Short","2026-03-16","1","0"
"Finley Romper in Emerald","Emerald / 9-12 Months","2026-03-16","82","0"
"Amelia Labor & Postpartum Gown in Black","Black / Petite","2026-03-16","1","1"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Curve","2026-03-16","17","2"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Petite","2026-03-16","8","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Small","2026-03-16","27","0"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","2026-03-16","15","1"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Full Figure","2026-03-16","-1","1"
"Finley Romper in Midnight Blue","Midnight Blue / 9-12 Months","2026-03-16","32","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Large","2026-03-16","0","0"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Full Figure","2026-03-16","20","0"
"Finley Romper in Plum","Plum / 3-6 Months","2026-03-16","-1","0"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Slim Petite","2026-03-16","17","2"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Large","2026-03-16","46","1"
"Lila Labor & Postpartum Gown in Black","Black / Slim Petite","2026-03-16","73","28"
"Robes in Sage","Laura Robe / Long","2026-03-16","9","6"
"Amelia Labor & Postpartum Gown in Plum","Plum / Slim Petite","2026-03-16","5","3"
"Robes in Black","Mia Robe / Short","2026-03-16","68","6"
"Finley Romper in Plum","Plum / 6-9 Months","2026-03-16","112","1"
"Robes in Deep Teal","Mia Robe / Short","2026-03-16","68","5"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Full Figure","2026-03-16","15","2"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Small","2026-03-16","61","1"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","2026-03-16","-2","1"
"Lila Labor & Postpartum Gown in Plum","Plum / Full Figure","2026-03-16","27","26"
"Finley Romper in Vintage Floral","Vintage Floral / 18-24 Months","2026-03-16","15","0"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","2026-03-16","23","6"
"Finley Romper in Deep Teal","Deep Teal / 12-16 Months","2026-03-16","64","0"
"Lila Labor & Postpartum Gown in Plum","Plum / Slim Petite","2026-03-16","5","7"
"Finley Romper in Vintage Floral","Vintage Floral / 6-9 Months","2026-03-16","7","0"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Curve","2026-03-16","60","6"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Large","2026-03-16","4","7"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","2XL","2026-03-16","0","5"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Petite","2026-03-16","2","0"
"Lila Labor & Postpartum Gown in Sage","Sage / Standard","2026-03-16","66","17"
"Finley Romper in Emerald","Emerald / 18-24 Months","2026-03-16","3","0"
"Baby Swaddle Set: Black","Hat & Bow","2026-03-16","146","9"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Full Figure","2026-03-16","20","1"
"Finley Romper in Midnight Blue","Midnight Blue / 3-6 Months","2026-03-16","-2","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Medium","2026-03-16","9","1"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Petite","2026-03-16","1","0"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Standard","2026-03-16","51","2"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Standard","2026-03-16","2","36"
"Amelia Labor & Postpartum Gown in Black","Black / Curve","2026-03-16","27","3"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Small","2026-03-16","41","0"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Standard","2026-03-16","0","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Medium","2026-03-16","8","2"
"Finley Romper in Vintage Floral","Vintage Floral / 3-6 Months","2026-03-16","-1","0"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","2026-03-16","38","3"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite","2026-03-16","21","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Medium","2026-03-16","4","2"
"Robes in Deep Teal","Laura Robe / Long","2026-03-16","75","5"
"Finley Romper in Vintage Floral","Vintage Floral / 12-18 Months","2026-03-16","11","0"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Curve","2026-03-16","11","3"
"Finley Romper in Periwinkle","Periwinkle / 9-12 Months","2026-03-16","20","0"
"Robes in Periwinkle","Mia Robe / Short","2026-03-16","8","1"
"Baby Swaddle Set: Periwinkle","Hat & Bow","2026-03-16","1","0"
"Amelia Labor & Postpartum Gown in Black","Black / Full Figure","2026-03-16","11","4"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite","2026-03-16","1","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Medium","2026-03-16","34","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Extra Large","2026-03-16","17","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Small","2026-03-16","8","0"
"Amelia Labor & Postpartum Gown in Plum","Plum / Standard","2026-03-16","-1","3"
"Finley Romper in Deep Teal","Deep Teal / 6-9 Months","2026-03-16","18","0"
"Amelia Labor & Postpartum Gown Lilac","Slim Petite","2026-03-16","0","0"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Standard","2026-03-16","32","7"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Curve","2026-03-16","40","2"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","2026-03-16","0","1"
"Finley Romper in Sage","Sage / Newborn","2026-03-16","-2","0"
"Amelia Labor & Postpartum Gown Lilac","Curve","2026-03-16","0","0"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Full Figure","2026-03-16","2","8"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Standard","2026-03-16","0","0"
"Finley Romper in Midnight Blue","Midnight Blue / 6-9 Months","2026-03-16","27","0"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Curve","2026-03-16","19","0"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Slim Petite","2026-03-16","13","3"
"Robes in Dusty Rose","Laura Robe / Long","2026-03-16","1","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","2XL","2026-03-16","1","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Extra Large","2026-03-16","26","0"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Full Figure","2026-03-16","37","8"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Slim Petite","2026-03-16","21","5"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","2XL","2026-03-16","0","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Large","2026-03-16","16","0"
"Finley Romper in Midnight Blue","Midnight Blue / 12-16 Months","2026-03-16","20","0"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Full Figure","2026-03-16","0","0"
"Robes in Dusty Rose","Mia Robe / Short","2026-03-16","0","0"
"Finley Romper in Periwinkle","Periwinkle / Newborn","2026-03-16","-1","0"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Curve","2026-03-16","19","0"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Standard","2026-03-16","0","2"
"Robes in Emerald","Laura Robe / Long","2026-03-16","0","0"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Standard","2026-03-16","89","33"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Large","2026-03-16","0","3"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Standard","2026-03-16","-1","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Extra Large","2026-03-16","3","3"
"Baby Swaddle Set: Plum","Hat & Bow","2026-03-16","87","14"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Petite","2026-03-16","0","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Extra Large","2026-03-16","0","0"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Standard","2026-03-16","53","27"
"Amelia Labor & Postpartum Gown in Sage","Sage / Curve","2026-03-16","10","2"
"Finley Romper in Sage","Sage / 3-6 Months","2026-03-16","0","0"
"Amelia Labor & Postpartum Gown in Black","Black / Slim Petite","2026-03-16","34","0"
"Finley Romper in Dusty Rose","Dusty Rose / 3-6 Months","2026-03-16","99","0"
"Amelia Labor & Postpartum Gown in Sage","Sage / Full Figure","2026-03-16","98","1"
"Finley Romper in Black","Black / 9-12 Months","2026-03-16","19","0"
"Amelia Labor & Postpartum Gown Lilac","Standard","2026-03-16","0","1"
"Finley Romper in Periwinkle","Periwinkle / 12-18 Months","2026-03-16","20","0"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Slim Petite","2026-03-16","1","4"
"Finley Romper in Black","Black / 6-9 Months","2026-03-16","26","0"
"Robes in Black","Laura Robe / Long","2026-03-16","72","7"
"Finley Romper in Vintage Floral","Vintage Floral / 9-12 Months","2026-03-16","5","0"
"Robes in Vintage Floral","Laura Robe / Long","2026-03-16","45","20"
"Lila Labor & Postpartum Gown in Black","Black / Curve","2026-03-16","123","13"
"Robes in Midnight Blue","Mia Robe / Short","2026-03-16","90","3"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Small","2026-03-16","49","0"
"Finley Romper in Lilac","Lilac / 3-6 Months","2026-03-16","31","0"
"Finley Romper in Periwinkle","Periwinkle / 6-9 Months","2026-03-16","44","0"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Slim Petite","2026-03-16","25","5"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Full Figure","2026-03-16","0","0"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Full Figure","2026-03-16","4","8"
"Lila Labor & Postpartum Gown in Black","Black / Full Figure","2026-03-16","221","27"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","2XL","2026-03-16","20","0"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Slim Petite","2026-03-16","13","7"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Extra Large","2026-03-16","0","3"
"Finley Romper in Black","Black / Newborn","2026-03-16","-1","0"
"Finley Romper in Sage","Sage / 6-9 Months","2026-03-16","17","0"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Slim Petite","2026-03-16","30","4"
"Robes in Plum","Mia Robe / Short","2026-03-16","29","4"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Curve","2026-03-23","39","1"
"Lila Labor & Postpartum Gown in Sage","Sage / Petite","2026-03-23","0","0"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Standard","2026-03-23","0","0"
"Robes in Sage","Mia Robe / Short","2026-03-23","-2","0"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Slim Petite","2026-03-23","11","7"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Large","2026-03-23","12","0"
"Finley Romper in Emerald","Emerald / Newborn","2026-03-23","-4","0"
"Finley Romper in Midnight Blue","Midnight Blue / Newborn","2026-03-23","0","1"
"Lila Labor & Postpartum Gown in Sage","Sage / Slim Petite","2026-03-23","13","7"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","2026-03-23","163","5"
"Robes in Plum","Laura Robe / Long","2026-03-23","62","6"
"Finley Romper in Deep Teal","Deep Teal / 16-24 Months","2026-03-23","64","0"
"Baby Swaddle Set: Vintage Floral","Hat & Bow","2026-03-23","60","7"
"Amelia Labor & Postpartum Gown Lilac","Full Figure","2026-03-23","1","0"
"Baby Swaddle Set: Dusty Rose","Hat & Bow","2026-03-23","83","10"
"Amelia Labor & Postpartum Gown Lilac","Petite","2026-03-23","1","0"
"Baby Swaddle Set: Sage","Hat & Bow","2026-03-23","67","11"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Full Figure","2026-03-23","24","9"
"Finley Romper in Dusty Rose","Dusty Rose / Newborn","2026-03-23","30","0"
"Baby Swaddle Set: Emerald","Hat & Bow","2026-03-23","-1","4"
"Finley Romper in Plum","Plum / Newborn","2026-03-23","83","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","2XL","2026-03-23","21","0"
"Lila Labor & Postpartum Gown in Black","Black / Standard","2026-03-23","186","105"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Full Figure","2026-03-23","33","12"
"Baby Swaddle Set: Midnight Blue","Hat & Bow","2026-03-23","89","9"
"Finley Romper in Dusty Rose","Dusty Rose / 9-12 Months","2026-03-23","30","0"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","2026-03-23","1","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","2XL","2026-03-23","20","1"
"Finley Romper in Periwinkle","Periwinkle / 3-6 Months","2026-03-23","32","0"
"Finley Romper in Emerald","Emerald / 6-9 Months","2026-03-23","18","0"
"Robes in Vintage Floral","Mia Robe / Short","2026-03-23","8","10"
"Baby Swaddle Set: Lilac","Hat & Bow","2026-03-23","147","0"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Standard","2026-03-23","52","11"
"Lila Labor & Postpartum Gown in Sage","Sage / Full Figure","2026-03-23","13","4"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Medium","2026-03-23","16","0"
"Finley Romper in Lilac","Lilac / Newborn","2026-03-23","17","0"
"Finley Romper in Lilac","Lilac / 6-9 Months","2026-03-23","18","0"
"Finley Romper in Black","Black / 18-24 Months","2026-03-23","83","0"
"Finley Romper in Black","Black / 3-6 Months","2026-03-23","-1","0"
"Finley Romper in Emerald","Emerald / 3-6 Months","2026-03-23","78","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Small","2026-03-23","9","0"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Petite","2026-03-23","40","0"
"Amelia Labor & Postpartum Gown in Sage","Sage / Standard","2026-03-23","23","4"
"Robes in Emerald","Mia Robe / Short","2026-03-23","35","4"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Full Figure","2026-03-23","0","0"
"Baby Swaddle Set: Deep Teal","Hat & Bow","2026-03-23","30","11"
"Finley Romper in Dusty Rose","Dusty Rose / 6-9 Months","2026-03-23","31","0"
"Robes in Lilac","Laura Robe / Long","2026-03-23","0","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Medium","2026-03-23","9","3"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","2026-03-23","0","1"
"Finley Romper in Emerald","Emerald / 9-12 Months","2026-03-23","82","0"
"Amelia Labor & Postpartum Gown in Black","Black / Petite","2026-03-23","1","0"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Petite","2026-03-23","7","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Small","2026-03-23","27","0"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","2026-03-23","14","1"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Full Figure","2026-03-23","0","0"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Curve","2026-03-23","11","6"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","2026-03-23","-1","0"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","2026-03-23","0","0"
"Lila Labor & Postpartum Gown in Plum","Plum / Standard","2026-03-23","102","24"
"Finley Romper in Deep Teal","Deep Teal / Newborn","2026-03-23","156","5"
"Robes in Lilac","Mia Robe / Short","2026-03-23","1","0"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Curve","2026-03-23","22","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Large","2026-03-23","47","0"
"Lila Labor & Postpartum Gown in Black","Black / Slim Petite","2026-03-23","43","31"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Full Figure","2026-03-23","20","1"
"Finley Romper in Midnight Blue","Midnight Blue / 9-12 Months","2026-03-23","32","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Large","2026-03-23","0","0"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Slim Petite","2026-03-23","19","2"
"Finley Romper in Plum","Plum / 3-6 Months","2026-03-23","-1","0"
"Robes in Deep Teal","Mia Robe / Short","2026-03-23","66","2"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Full Figure","2026-03-23","15","0"
"Robes in Black","Mia Robe / Short","2026-03-23","65","3"
"Finley Romper in Plum","Plum / 6-9 Months","2026-03-23","112","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Small","2026-03-23","61","0"
"Robes in Sage","Laura Robe / Long","2026-03-23","0","5"
"Amelia Labor & Postpartum Gown in Plum","Plum / Slim Petite","2026-03-23","1","4"
"Lila Labor & Postpartum Gown in Plum","Plum / Full Figure","2026-03-23","13","14"
"Finley Romper in Vintage Floral","Vintage Floral / 18-24 Months","2026-03-23","15","0"
"Amelia Labor & Postpartum Gown in Sage","Sage / Petite","2026-03-23","28","4"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","2026-03-23","-4","2"
"Finley Romper in Black","Black / 12-18 Months","2026-03-23","40","0"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Slim Petite","2026-03-23","6","9"
"Robes in Periwinkle","Laura Robe / Long","2026-03-23","-2","0"
"Amelia Labor & Postpartum Gown in Black","Black / Standard","2026-03-23","0","0"
"Finley Romper in Deep Teal","Deep Teal / 3-6 Months","2026-03-23","0","0"
"Finley Romper in Periwinkle","Periwinkle / 18-24 Months","2026-03-23","20","0"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Slim Petite","2026-03-23","2","0"
"Robes in Midnight Blue","Laura Robe / Long","2026-03-23","76","1"
"Amelia Labor & Postpartum Gown in Plum","Plum / Full Figure","2026-03-23","-5","0"
"Finley Romper in Vintage Floral","Vintage Floral / Newborn","2026-03-23","133","3"
"Amelia Labor & Postpartum Gown in Plum","Plum / Curve","2026-03-23","19","6"
"Lila Labor & Postpartum Gown in Plum","Plum / Curve","2026-03-23","15","4"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Curve","2026-03-23","6","0"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Full Figure","2026-03-23","-1","0"
"Finley Romper in Deep Teal","Deep Teal / 9-12 Months","2026-03-23","64","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Extra Large","2026-03-23","10","1"
"Lila Labor & Postpartum Gown in Sage","Sage / Curve","2026-03-23","13","6"
"Finley Romper in Midnight Blue","Midnight Blue / 16-24 Months","2026-03-23","25","0"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Slim Petite","2026-03-23","36","4"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","2026-03-23","0","4"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","2026-03-23","13","1"
"Finley Romper in Vintage Floral","Vintage Floral / 12-18 Months","2026-03-23","11","0"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Standard","2026-03-23","49","2"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Small","2026-03-23","41","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Medium","2026-03-23","6","2"
"Finley Romper in Vintage Floral","Vintage Floral / 3-6 Months","2026-03-23","-1","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Medium","2026-03-23","3","1"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","2026-03-23","68","13"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite","2026-03-23","22","0"
"Baby Swaddle Set: Periwinkle","Hat & Bow","2026-03-23","1","0"
"Finley Romper in Periwinkle","Periwinkle / 9-12 Months","2026-03-23","20","0"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite","2026-03-23","1","0"
"Amelia Labor & Postpartum Gown in Black","Black / Full Figure","2026-03-23","7","4"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Curve","2026-03-23","11","0"
"Finley Romper in Deep Teal","Deep Teal / 6-9 Months","2026-03-23","18","0"
"Amelia Labor & Postpartum Gown in Plum","Plum / Standard","2026-03-23","0","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Small","2026-03-23","8","0"
"Amelia Labor & Postpartum Gown Lilac","Slim Petite","2026-03-23","0","1"
